gauge_id,EventRR,RR_seasonality,Recession_a_seasonality,AverageStorage,RecessionParametersAlpha,RecessionParametersBeta,RecessionParametersT0,BaseflowRecessionK,FirstRecessionSlope,MidRecessionSlope,EventRR_TotalRR_Ratio,VariabilityIndex
8050800,0.11476,0.92321,3.4244,128.8,0.78633,1.6796,42.19,0.58024,1.7423,0.52918,0.64105,0.85479
8066200,0.15208,0.44495,2.7483,267.88,1.7822,2.186,6.6749,0.3957,1.1016,0.3871,0.6289,0.60073
8066300,0.10728,0.53614,1.2662,308.71,0.4068,2.952,16.582,0.17122,1.0522,0.42763,0.47191,0.39773
8070000,0.10405,0.44759,1.4413,236.78,1.4381,2.7675,10.443,0.25662,0.65188,0.16913,0.47412,0.46309
8070200,0.092959,0.46634,1.4161,240.44,1.4115,2.7636,10.012,0.22942,0.53116,0.18238,0.44124,0.47961
8079600,0.070601,1.011,3.6421,103.68,1.2653,1.1669,Inf,0.87448,1.3331,0.74184,0.83283,1.1617
8082700,0.021792,2.6723,3.8348,127.63,0.92904,1.088,Inf,0.67908,1.2383,0.69847,0.549,0.82976
8086212,0.024797,0.95099,2.8298,107.19,1.4972,1.5511,11.408,0.35333,2.0445,0.43347,0.52882,0.93994
8086290,0.031265,1.2635,2.7252,145.6,1.7594,1.2639,4.6482,0.47006,0.7123,NaN,0.60968,0.97023
8101000,0.065256,0.74103,3.8196,175.15,1.4151,2.0726,16.439,0.21438,1.5216,0.31552,0.57031,1.0003
8103900,0.060846,0.67926,4.5603,160.04,0.3366,2.0663,74.885,0.17548,0.23258,0.42733,0.45101,0.90855
8104900,0.072346,0.82617,5.613,228.61,0.48984,2.2252,18.695,0.19998,0.66274,0.19632,0.47247,0.88882
8109700,0.049544,0.45738,3.3178,244.87,1.3606,1.8088,9.5587,0.37982,0.55073,0.28983,0.44178,0.74826
8150800,0.019098,0.70506,3.5707,172.33,6.7745,2.1099,8.7302,0.22586,0.53151,0.25579,0.4202,0.56433
8155200,0.080647,0.74737,5.2084,207.39,0.19402,2.0388,23.45,0.14235,0.4098,0.118,0.44852,1.1604
8158700,0.069833,0.76556,3.8052,259.63,0.12404,2.1247,47.819,0.11147,0.66514,0.11241,0.42281,0.95135
8158810,0.080192,0.68973,3.7812,172.47,0.091349,1.7595,31.179,0.11208,0.49292,0.13302,0.40331,0.89548
8164000,0.11601,0.91878,1.6917,226.76,2.591,2.4274,13.895,0.29097,0.92724,0.25706,0.57125,0.57385
8164300,0.097188,0.74787,2.7161,215.63,2.9408,2.3025,16.383,0.25455,1.2776,0.27927,0.60698,0.66006
8164600,0.11363,0.94438,2.0373,200.33,0.93611,1.5781,7.6711,0.37704,0.82983,0.35073,0.52833,0.88656
8165300,0.025716,0.62342,1.5286,113.01,1.387,3.8188,76.283,0.13039,0.8789,0.18846,0.28476,0.15656
8171300,0.066839,0.80285,1.8007,260.95,0.24685,2.5244,74.819,0.097345,0.67988,0.11255,0.40123,0.70561
8175000,0.052194,0.99089,1.8476,263.35,2.5134,1.7172,7.2545,0.39117,0.84522,0.34543,0.49708,0.61324
8176900,0.050618,1.0362,2.5903,207.85,2.2414,2.1639,21.048,0.23072,2.1746,0.27905,0.52985,0.69586
8178880,0.062071,1.0619,1.3584,249.25,0.47478,3.1492,52.323,0.090385,0.77919,0.11693,0.34489,0.39887
8189500,0.044827,1.0841,1.0929,187.77,7.5536,2.2449,20.078,0.24485,0.85624,0.27754,0.49321,0.53097
8190000,0.042172,0.6815,1.682,122.13,0.61034,3.1502,65.965,0.059335,0.61795,0.11661,0.29784,0.30534
8190500,0.0093992,1.1709,2.1638,164.11,0.66271,1.507,21.068,0.1956,1.4271,0.20261,0.34256,0.69688
8194200,0.027649,2.3833,3.1721,99.738,0.8981,1.0863,Inf,0.79411,0.96914,0.7946,0.53155,1.1732
8195000,0.049189,0.87386,1.6679,190.92,0.50624,3.7341,74.912,0.075342,0.24955,0.1072,0.29329,0.27374
8196000,0.042838,0.85407,2.0216,158.91,0.29246,2.1317,25.95,0.11707,0.2932,0.13141,0.32649,0.42469
8198500,0.021201,1.5731,3.1958,240.21,0.50768,1.8457,56.115,0.1793,0.21774,0.50168,0.2882,0.52865
8200000,0.06759,1.4304,3.2994,260.57,0.10627,1.967,36.137,0.11854,0.89145,0.10626,0.316,0.78494
8202700,0.0075193,3.7908,4.7955,61.221,0.55246,1.067,Inf,0.85688,0.97227,NaN,0.29151,NaN
8267500,0.11861,2.8135,1.9893,105.25,0.038525,2.0141,41.652,0.051304,0.11278,0.053309,0.22036,0.30265
8269000,0.063276,2.9647,2.5227,92.234,0.14857,2.198,26.5,0.065137,0.19092,0.071839,0.25586,0.35935
8271000,0.15084,2.716,2.1901,109.94,0.05694,1.9295,28.262,0.061581,0.05575,0.081167,0.22224,0.31286
8324000,0.025208,1.6991,2.7115,90.279,0.50833,1.813,14.429,0.098335,0.12434,0.091228,0.27531,0.32111
8377900,0.085199,3.881,2.4599,144.35,0.10123,1.6762,16.954,0.088339,0.23204,0.095492,0.27142,0.39025
8378500,0.071204,3.1827,2.243,136.83,0.20852,2.6928,30.551,0.066189,0.14569,0.087346,0.26068,0.33797
8380500,0.049118,1.8035,2.4617,83.107,0.39056,2.0993,14.231,0.1191,0.24449,0.1329,0.33014,0.37151
9034900,0.19891,15.679,3.4359,166.85,0.058994,2.1677,51.466,0.071366,0.088614,0.064195,0.29106,0.5669
9035800,0.11664,6.8351,2.4777,79.008,0.078302,2.2542,34.026,0.064947,0.1104,0.06847,0.30413,0.35775
9035900,0.14389,6.6996,2.225,246.5,0.046256,1.996,37.269,0.062999,0.064962,NaN,0.29488,0.35764
9047700,0.11377,3.5196,3.468,123.31,0.2271,2.7712,22.911,0.066746,0.16987,0.073034,0.34606,0.26408
9065500,0.19678,15.588,3.3661,197.78,0.086765,2.2486,23.062,0.087227,0.11664,0.09611,0.26153,0.52251
9066000,0.16186,11.225,2.9807,151.42,0.12777,2.5183,23.281,0.079417,0.095245,0.081286,0.3001,0.41609
9066200,0.17896,16.204,3.1172,193.76,0.12462,2.0184,19.857,0.090958,0.18713,0.10104,0.27449,0.55279
9066300,0.093992,21.271,4.2191,185.53,0.15559,2.0273,23.75,0.095116,0.68265,0.08933,0.27954,0.56896
9081600,0.18965,11.428,2.5868,168.29,0.067562,3.3349,36.628,0.065015,0.088316,0.069229,0.30916,0.43789
9107000,0.11639,5.1359,2.1519,90.693,0.12561,3.7769,50.349,0.05383,0.041348,0.062377,0.27272,0.30463
9210500,0.07681,5.7013,2.7934,108.86,0.12121,2.6613,35.137,0.062829,0.13792,0.059103,0.27981,0.29471
9223000,0.11216,14.195,3.3433,115.57,0.093747,2.1965,26.701,0.073453,0.15903,0.070652,0.33843,0.44479
9306242,0.0059126,2.5262,4.3707,97.877,0.42924,1.8304,19.108,0.087734,0.066407,0.33498,0.22524,0.29697
9312600,0.046379,12.56,4.1272,156.93,0.22337,1.7055,20.42,0.087522,0.074414,0.66934,0.26963,0.44649
9352900,0.21696,6.8236,2.3147,183.18,0.063005,2.2233,18.63,0.084823,0.16016,0.072562,0.29652,0.4352
9378170,0.0255,10.301,5.4756,132.36,0.26875,1.7599,24.324,0.15086,0.087342,0.1586,0.25003,0.62622
9378630,0.039088,5.4028,6.2605,126.51,0.17378,1.1554,10.481,0.23059,0.19892,0.41889,0.27472,0.88534
9386900,0.020962,0.26897,3.97,88.469,1.226,1.2866,5.8421,0.31224,0.32375,0.58634,0.43541,0.69638
9404450,0.032624,1.54,1.443,159.52,0.50515,3.0217,15.348,0.060651,0.10807,NaN,0.24583,0.19837
9430500,0.0308,0.40657,2.1552,109.42,3.8162,2.6318,26.109,0.095314,0.66559,0.10539,0.44296,0.29958
9430600,0.1165,0.38711,4.559,135.6,0.37368,1.6821,9.7764,0.23007,0.99895,0.25498,0.444,0.82142
9447800,0.021411,0.30567,1.0586,142.45,63.665,2.8674,36.709,0.288,1.3126,0.47397,0.63438,0.19877
9480000,0.010696,0.81751,3.6353,124.12,4.7066,1.7971,17.817,0.36103,0.70079,0.24696,0.46904,0.53935
9484000,0.1662,0.44198,5.1717,105.42,0.33215,1.3481,8.459,0.32184,0.15953,0.39964,0.48044,0.82206
9484600,0.0063192,1.2755,2.5413,133.34,10.246,1.811,10.112,0.59221,0.48787,0.77735,0.67099,0.36651
9492400,0.10536,2.1164,1.763,141.82,0.12371,2.4749,19.547,0.079306,0.20892,0.096617,0.25013,0.31979
9494000,0.044377,1.3162,2.7148,196.55,0.52104,2.1815,15.681,0.087282,0.25035,0.11826,0.30648,0.41212
9497800,0.038372,0.62573,1.7658,148.74,1.4768,2.7465,52.78,0.098306,0.32769,0.14905,0.43665,0.25837
9497980,0.035605,0.37696,1.841,182.08,4.7168,2.7122,45.336,0.18398,0.58267,0.21472,0.43828,0.33482
9505200,0.058765,0.45763,0.63531,200.75,3.7832,2.5244,11.805,0.38166,0.27308,0.55196,0.40582,0.24003
9505350,0.082314,0.24337,5.8164,136.54,0.54738,1.0617,Inf,0.45292,1.3062,0.44593,0.55978,1.7963
9505800,0.053599,0.46964,1.7044,245.84,0.99407,2.1469,19.864,0.21255,0.61008,0.24906,0.44939,0.18824
9508300,0.14001,0.17592,5.0563,134.14,0.34879,1.4553,14.977,0.23222,0.6481,0.22813,0.58624,0.74529
9510200,0.062748,0.26124,6.5736,158.8,0.31468,1.3884,27.284,0.23961,0.47152,0.24618,0.50743,1.2156
9512280,0.036844,0.23944,3.7026,206.65,1.4381,1.6921,Inf,0.25782,1.2919,0.32464,0.52632,0.51187
9513780,0.076493,0.16981,4.6319,142.32,0.63202,1.5508,Inf,0.29384,0.92722,0.35568,0.56481,0.68607
10023000,0.03579,2.6906,2.7556,120.73,0.17709,2.1311,16.073,0.098234,0.068081,0.79805,0.26865,0.32448
10166430,0.02503,9.3552,3.0976,116.79,1.2385,2.5814,21.401,0.12,0.10199,0.22491,0.29507,0.58535
10172700,0.020673,2.3086,2.3042,36.764,0.22874,1.9152,87.69,0.04549,0.068269,0.033674,0.22438,0.17227
10172800,0.1916,4.435,0.3077,197.08,0.024734,2.6865,83.018,0.0671,0.074411,0.14436,0.2667,0.2843
10173450,0.052165,10.074,3.6182,109.82,0.1047,2.7898,42.901,0.060389,0.027216,0.06802,0.21443,0.3907
10205030,0.034899,4.3963,1.8391,79.376,0.11663,1.9777,41.929,0.076871,0.13241,0.076432,0.22731,0.22058
10234500,0.05635,4.914,1.9088,74.028,0.061123,2.257,79.772,0.062263,0.1002,0.069656,0.20925,0.26783
10242000,0.070918,7.0657,2.5911,47.872,0.36523,3.4605,49.701,0.08051,0.058562,0.1135,0.20071,0.30445
10244950,0.056083,2.5252,1.0762,14.68,0.090992,2.9622,69.743,0.078395,0.042254,0.13378,0.16527,0.1941
10249300,0.080313,4.1636,2.5849,53.582,0.16752,1.919,26.763,0.062648,0.059346,0.083674,0.16127,0.34914
10258000,0.056589,9.8998,1.9666,194.68,0.3304,2.3438,33.636,0.07837,0.35883,0.14846,0.22126,0.74448
10258500,0.021629,1.2142,4.0215,195.71,0.56815,1.6596,Inf,0.19296,0.53381,0.26896,0.37784,0.76279
10259000,0.059221,4.4818,2.9636,241.9,1.049,3.469,38.961,0.086333,0.4152,0.15722,0.21506,0.26983
10259200,0.03906,1.4975,2.5751,140.25,1.5752,2.0549,1224.4,0.14789,0.46607,0.17422,0.4084,0.87696
10263500,0.13761,7.0752,2.3556,180.49,0.082394,3.0617,67.095,0.06806,0.93626,0.16612,0.23832,0.41908
10310500,0.059247,3.9213,2.3965,296.47,0.18347,3.0062,27.405,0.077087,0.35556,0.092153,0.26938,0.27397
10316500,0.1649,21.975,3.0163,152.93,0.066494,1.7114,27.177,0.070351,0.13932,0.072872,0.21492,0.5626
10329500,0.041201,3.7832,3.0586,151.48,0.35172,2.4221,27.975,0.12913,0.3008,0.16023,0.30817,0.3925
10336645,0.21866,15.022,3.2255,403.54,0.10723,1.8147,14.935,0.11346,0.72926,0.15593,0.37085,0.61962
10336660,0.28448,17.165,3.0364,687.77,0.064936,1.6551,17.407,0.087108,1.3623,0.089714,0.37173,0.61469
10336740,0.0314,8.917,1.918,194.93,0.27702,1.7428,18.151,0.13614,0.15032,NaN,0.23375,0.47515
10343500,0.12016,11.979,2.0475,336.48,0.095323,2.6227,38.041,0.074182,1.6001,0.10818,0.3192,0.3866
10348850,0.11462,9.0671,1.899,259.04,0.036393,2.3049,25.219,0.12264,0.27497,0.10016,0.20884,0.23153
10396000,0.13168,4.1088,2.0679,171.52,0.14788,3.1042,41.884,0.077061,0.21031,0.12805,0.36265,0.33562
11098000,0.12757,2.3134,3.3701,339.3,0.41666,2.3473,49.943,0.11388,0.59872,0.1878,0.37841,0.6543
11124500,0.081908,2.8117,5.0211,442.11,0.27019,2.1181,41.021,0.12009,0.60578,0.092331,0.46671,0.88323
11141280,0.089384,3.6742,2.4114,289.63,0.24891,2.5173,42.513,0.12793,0.21485,NaN,0.38405,0.33886
11143000,0.33121,2.7594,3.1265,434.84,0.020673,2.6265,94.589,0.068271,0.55182,0.12919,0.46374,0.44929
11148900,0.22301,0.97397,6.3548,232.09,0.14662,1.9162,85.857,0.16502,0.61806,0.22397,0.5326,1.0019
11151300,0.030337,1.5799,2.3628,292.36,6.8136,2.221,24.909,0.26685,0.55852,0.20591,0.60758,0.82214
11162500,0.17163,1.7371,3.6604,397.22,0.19907,2.4753,41.748,0.16469,0.40095,0.1899,0.52346,0.54538
11176400,0.098057,0.66968,4.9456,177.39,0.53497,1.8203,77.923,0.16639,0.52572,0.21713,0.56006,0.71876
11180500,0.13071,0.94862,5.0958,159.29,0.34507,1.5822,Inf,0.21984,0.65877,0.28611,0.69083,0.647
11180960,0.18189,1.0913,4.3201,148.51,0.24748,2.2365,244.93,0.1657,0.84992,0.26693,0.63085,0.85185
11224500,0.022952,2.0196,4.4697,244.85,0.71849,1.7121,168.26,0.22597,0.5034,0.3011,0.46464,0.95277
11230500,0.12222,28.083,2.334,301.43,0.084695,2.1794,14.916,0.089919,0.13156,0.078469,0.14389,0.4957
11237500,0.18223,29.14,5.3637,368.73,0.10127,1.6674,11.509,0.10064,0.40534,0.095346,0.28157,0.92696
11253310,0.026634,2.3895,2.7657,182,2.032,2.1461,1023.6,0.20008,0.33822,0.72967,0.47024,0.88238
11264500,0.15785,30.389,3.2078,400.19,0.13431,2.2577,10.854,0.10123,0.5392,0.1603,0.21501,0.67074
11266500,0.18755,24.429,2.7726,409.4,0.11298,2.338,14.225,0.096233,0.68454,0.13186,0.26257,0.65534
11274500,0.060664,0.55368,3.9505,142.89,0.44096,1.4365,Inf,0.25568,0.54117,0.26283,0.57349,0.57731
11274630,0.038937,1.1203,3.2411,217.35,0.73142,2.0162,451.78,0.18358,0.49811,0.273,0.47712,0.81293
11284400,0.10972,1.0923,3.9394,423.13,0.43005,1.9181,67.154,0.18526,0.88455,0.20604,0.59315,1.0102
11299600,0.18886,0.62924,5.0527,208.71,0.31055,2.0451,138.69,0.16951,0.62474,0.18115,0.61726,0.72357
11381500,0.29871,3.3714,1.1957,328.06,0.01607,3.9122,37.023,0.078352,0.46368,0.14656,0.46784,0.27262
11383500,0.21103,2.5887,1.5164,443.71,0.048722,4.1081,51.706,0.073898,0.76538,0.2808,0.50212,0.31833
11451100,0.33823,1.1733,5.0469,438.31,0.071779,2.0344,31.756,0.1164,0.45483,0.13205,0.55469,0.88064
11468500,0.27328,1.2105,3.1091,478.51,0.12087,2.0167,24.562,0.12105,0.56035,0.1473,0.55126,0.67169
11473900,0.29652,1.9596,5.5578,503.85,0.094478,2.1281,17.083,0.086678,0.47454,0.086942,0.58897,0.90289
11475560,0.40135,1.4088,2.9603,418.89,0.045511,1.9332,27.844,0.095976,1.1333,0.26681,0.57014,0.64618
11476600,0.43549,0.96139,4.7517,385.16,0.054991,1.9919,22.701,0.095364,0.32391,0.10819,0.59613,0.81103
11478500,0.46392,1.1394,4.0137,377.62,0.062712,2.0686,19.106,0.095307,0.47227,0.13238,0.62225,0.84259
11480390,0.34865,1.1788,6.4446,437.07,0.086213,1.7166,20.105,0.12419,0.49503,0.11938,0.60901,1.1112
11481200,0.44061,1.1737,2.7406,358.84,0.060447,2.277,21.654,0.13027,0.67898,0.16572,0.64634,0.62875
11482500,0.42742,1.2411,4.1332,399.69,0.046163,2.1743,20.349,0.072923,0.43935,0.10521,0.62578,0.7552
11522500,0.33684,3.1109,1.9947,374.08,0.046354,3.2342,26.602,0.0493,0.50585,0.12205,0.48552,0.49175
11523200,0.39171,5.3173,2.1666,386.79,0.046062,2.7864,23.676,0.072399,0.66553,0.16982,0.43624,0.53493
11528700,0.24553,1.7078,2.7024,532.67,0.057321,2.328,33.712,0.053351,0.60555,0.13766,0.57322,0.62055
11532500,0.59965,1.2845,1.4235,281.18,0.026143,2.8885,20.773,0.064748,0.41784,0.13816,0.62567,0.53451
12010000,0.59793,0.67056,1.6275,199.95,0.022519,2.1354,13.448,0.084786,0.59017,0.24637,0.65723,0.48366
12013500,0.44452,0.64082,2.2539,411.03,0.041303,2.0371,13.698,0.086965,0.56771,0.21277,0.65474,0.56697
12020000,0.40231,0.59388,2.2378,477.16,0.044141,2.1226,12.729,0.1137,0.79277,0.31059,0.60766,0.56977
12025000,0.46693,0.78614,1.8582,321.27,0.047801,2.5378,13.159,0.085898,1.6604,0.27399,0.68255,0.49203
12025700,0.65062,0.90657,1.6722,263.05,0.019107,2.4673,15.37,0.083642,0.59984,0.31382,0.68674,0.43205
12035000,0.65149,0.87957,1.2206,293.74,0.0083424,2.8414,19.614,0.057841,0.51297,0.14625,0.67768,0.42361
12040500,0.85401,1.0352,0.91027,166.66,0.010088,2.5955,10.193,0.082366,0.47708,0.13933,0.71795,0.37462
12041200,0.90101,1.6408,1.1563,218.05,0.0029036,2.8709,12.828,0.098317,0.52692,0.20162,0.73091,0.23167
12043000,0.66699,0.78259,1.3731,475.65,0.019333,2.3577,10.651,0.079765,1.1545,0.26526,0.69943,0.46971
12048000,0.27755,3.6466,1.057,620,0.019066,3.5219,20.316,0.063494,0.39281,0.10941,0.56603,0.25804
12054000,0.65578,2.5683,1.2788,476.7,0.007343,2.8887,12.169,0.071851,0.95667,0.26659,0.63693,0.30676
12056500,0.83893,1.9808,1.5893,458.96,0.0043652,2.9296,12.827,0.070124,0.96433,0.34343,0.67923,0.34117
12073500,0.22822,1.4345,1.4652,348.34,0.042496,3.0679,28.41,0.095887,0.64462,0.26343,0.57615,0.22908
12082500,0.54171,2.915,1.2383,822.55,0.0082038,2.5343,13.111,0.10581,0.41562,0.10437,0.68569,0.19737
12092000,0.52565,3.4068,1.217,1050.5,0.0081137,2.7909,9.2716,0.10926,0.33621,0.095846,0.70368,0.19034
12095000,0.39454,1.3199,1.3181,342.57,0.035961,2.7111,12.476,0.10118,0.60621,0.25969,0.67673,0.32676
12114500,0.59608,2.6191,1.3993,580.03,0.01411,2.3319,14.541,0.078397,0.46496,0.15281,0.74033,0.37516
12115000,0.57939,2.2292,1.4141,510.55,0.016995,2.3567,13.917,0.074212,0.47297,0.14618,0.73009,0.37502
12115500,0.70266,1.6404,1.7902,452.11,0.02464,2.1739,9.5439,0.11287,0.46321,0.1196,0.73949,0.41179
12117000,0.56221,1.3097,1.3954,300.5,0.0019999,3.2232,28.241,0.060213,0.84937,0.30633,0.71118,0.28032
12141300,0.75936,2.2849,1.1255,534.67,0.015923,2.5696,7.3445,0.11185,0.54572,0.14111,0.79811,0.32097
12143600,0.62139,2.2407,1.2428,514.99,0.013435,2.8208,10.858,0.081073,0.51957,0.17766,0.75132,0.35383
12144000,0.67001,2.1919,1.0263,500.05,0.002326,3.4756,14.376,0.064279,0.41748,0.1295,0.75493,0.28341
12145500,0.46234,0.74839,1.7604,319.16,0.046324,2.1553,10.399,0.12171,1.0628,0.29403,0.67904,0.4493
12147500,0.79771,1.4236,1.1835,354.37,0.0018264,3.6117,10.799,0.067579,0.66425,0.14086,0.77111,0.29489
12147600,0.88573,1.6622,1.5136,366,0.035417,2.3665,4.7932,0.147,1.9628,0.44629,0.80179,0.40171
12167000,0.76274,1.3041,1.446,272.32,0.013689,2.861,9.1447,0.091876,0.52259,0.12588,0.74525,0.35037
12175500,0.58175,10.136,1.4329,1037.1,0.013489,2.9372,7.4827,0.092514,0.67827,0.20421,0.55161,0.33853
12178100,0.67252,4.4155,1.5195,896.41,0.010675,2.7089,9.4203,0.10307,1.537,0.25983,0.65414,0.28519
12186000,0.78488,3.1597,1.8319,839.79,0.011862,2.5232,10.61,0.095189,0.57469,0.19179,0.74298,0.29751
12189500,0.69611,3.4583,1.2752,728.14,0.0051286,3.1556,12.036,0.074229,0.48339,0.11609,0.70787,0.24464
12358500,0.38585,7.0101,1.7538,408.97,0.036069,2.7572,31.836,0.050902,0.12988,0.046792,0.54593,0.42163
12374250,0.076039,4.3814,1.9501,253.34,0.090438,2.0236,30.785,0.082347,0.2576,0.12387,0.43253,0.32993
12375900,0.36912,6.27,1.726,407.05,0.019436,2.9433,47.037,0.064479,0.4027,0.083907,0.52248,0.31271
12377150,0.4689,10.856,2.6486,492.99,0.0081627,3.1173,41.456,0.069849,0.15439,0.089838,0.51407,0.40639
12381400,0.1597,11.563,4.0782,350.02,0.027905,3.0416,108.56,0.049918,0.069938,0.04411,0.47837,0.40101
12383500,0.19414,4.5422,1.4801,263.91,0.023203,3.6406,37.577,0.057388,0.09077,0.030126,0.42643,0.23385
12388400,0.14181,7.0622,1.5763,264.54,0.057122,2.1145,44.854,0.074228,0.093649,0.062497,0.45333,0.35477
12390700,0.17862,5.411,1.3259,356.05,0.041922,2.8656,57.596,0.045054,0.50381,0.10889,0.48021,0.40062
12411000,0.30796,3.74,1.9125,382.83,0.073335,2.8045,22.882,0.068047,0.38247,0.11015,0.5494,0.4549
12414500,0.31702,5.7566,1.946,442.16,0.055731,3.2859,26.863,0.057492,0.35415,0.14349,0.55456,0.41644
12447390,0.17924,21.455,1.9779,230.97,0.057957,2.3177,35.554,0.067181,0.12764,0.076394,0.33078,0.48471
12451000,0.42168,15.442,1.7617,1056.9,0.015108,3.2113,20.219,0.070706,0.15689,0.052618,0.45026,0.37709
12488500,0.31972,8.2669,1.4383,716.74,0.023273,2.7386,26.928,0.07524,0.16835,0.079102,0.55512,0.37453
13011500,0.23478,16.596,2.9274,259.51,0.099344,2.7166,43.126,0.071389,0.11478,0.056586,0.38023,0.43367
13011900,0.22932,9.2212,1.9291,120.16,0.045772,4.8105,86.897,0.052748,0.12745,0.065605,0.36511,0.376
13018300,0.14547,6.9552,2.5338,189.35,0.043097,2.724,57.38,0.063101,0.065676,NaN,0.3187,0.29335
13023000,0.20796,6.9349,2.2825,119.57,0.024641,5.4812,85.437,0.036598,0.062012,0.0292,0.39372,0.31442
13083000,0.041048,2.1049,1.791,156.74,0.3261,3.0346,29.165,0.084178,0.077277,0.16793,0.25806,0.12849
13161500,0.062194,4.9344,3.6028,181.6,0.31627,2.3913,19.454,0.078602,0.088053,0.076314,0.3846,0.50363
13235000,0.21149,9.2696,1.5881,285.18,0.026645,5.127,61.787,0.041519,0.079694,0.045601,0.32464,0.29157
13240000,0.31487,15.955,2.29,331.05,0.081898,2.6684,23.309,0.21744,0.10273,0.20064,0.40081,0.5055
13310700,0.16586,9.874,1.9813,349.52,0.081147,3.5734,40.963,0.053549,0.10901,0.049623,0.36049,0.37089
13313000,0.14997,15.782,1.8112,383.84,0.086163,3.2526,45.938,0.057411,0.098219,0.070615,0.38679,0.39608
13331500,0.27709,6.5694,2.1945,314.15,0.059329,2.9794,24.415,0.063492,0.11575,0.066872,0.43933,0.41889
13337000,0.34656,6.9784,2.0156,466.9,0.07658,3.2979,20.215,0.069481,0.15851,0.071824,0.57535,0.41669
13338500,0.18242,3.7429,2.5399,211.75,0.76207,3.6229,18.985,0.06137,0.094595,0.048677,0.58357,0.39617
13340000,0.29284,4.9181,2.116,345.8,0.10861,3.4127,18.597,0.07017,0.1421,0.071993,0.59269,0.40721
13340600,0.35167,5.7019,1.9767,442.52,0.038487,3.735,27.514,0.061165,0.25414,0.081745,0.5435,0.35905
14020000,0.32944,2.301,1.4745,282.55,0.063202,2.6445,22.072,0.077523,0.38944,0.13835,0.52487,0.41304
14092750,0.39178,3.5385,1.057,528.05,0.0070294,3.1009,26.994,0.080766,0.48717,0.27073,0.56718,0.23217
14096850,0.10283,2.1577,1.109,313.46,0.12583,3.4741,60.898,0.081502,0.44116,0.12166,0.48696,0.23016
14137000,0.51353,1.91,1.1906,478.65,0.0065047,2.9368,17.493,0.073408,0.47827,0.078714,0.69411,0.29467
14138800,0.61812,1.4417,1.8338,493.72,0.049891,2.0671,7.7363,0.1197,0.60561,0.24241,0.72907,0.54591
14138870,0.5411,1.2681,1.5678,545.82,0.032368,2.2006,9.2458,0.1092,0.80043,0.26332,0.75913,0.45836
14138900,0.67913,1.3753,0.91749,419.29,0.0071712,2.5741,10.629,0.12082,0.60351,0.11119,0.7495,0.35637
14139800,0.65083,1.2155,1.2042,392.76,0.025839,2.0075,8.6145,0.11164,0.54066,0.13186,0.74318,0.42779
14141500,0.59877,1.2916,1.8535,424.48,0.025658,2.1873,9.5263,0.10898,0.98035,0.33845,0.76269,0.43567
14154500,0.38317,1.0464,2.8294,383.09,0.094536,2.1748,9.9016,0.10551,0.48982,0.22452,0.70506,0.61482
14158500,0.47158,3.3239,0.97123,627.5,0.00087229,2.8345,77.448,0.020059,0.08099,0.037132,0.61687,0.19529
14158790,0.56416,1.9009,2.0039,525.88,0.038551,2.0482,12.462,0.08926,0.70236,0.30861,0.68369,0.58172
14166500,0.28047,0.86025,2.8817,620.11,0.04075,2.5887,29.857,0.078365,0.37995,0.11946,0.60811,0.53964
14182500,0.68306,1.146,2.0894,266.21,0.041371,2.2375,8.8493,0.090229,1.1117,0.23392,0.72675,0.55267
14185000,0.54002,1.2661,2.3106,366.5,0.041487,2.3357,10.715,0.076617,2.2162,0.20496,0.70898,0.53866
14185900,0.6521,1.1146,2.1354,309.06,0.035388,2.3573,8.8,0.091512,0.88357,0.28321,0.7142,0.56619
14187000,0.46078,0.99716,2.6459,366.85,0.05581,2.1746,11.866,0.10056,0.6151,0.25922,0.7056,0.61378
14216500,0.61923,2.1277,1.0125,497.74,0.0093612,2.8486,17.042,0.045706,1.1831,0.18537,0.74877,0.38475
14222500,0.52348,1.0415,2.1468,443.41,0.03027,2.2445,12.079,0.082693,0.022371,0.40576,0.72832,0.49789
14236200,0.67727,1.0688,1.6168,253.58,0.022848,2.4352,13.033,0.074295,0.63835,0.20507,0.69985,0.44619
14301000,0.41721,0.76898,2.6088,415.34,0.059102,2.0005,12.926,0.072134,0.7796,0.18469,0.66455,0.60762
14303200,0.53478,1.0796,1.732,287.78,0.02654,1.9289,15.1,0.094464,0.43216,0.15329,0.66322,0.4978
14305500,0.70029,0.98047,1.9838,195.46,0.026073,2.2867,13.918,0.069639,1.0884,0.27396,0.70264,0.53434
14306340,0.42631,0.87364,3.0307,481.48,0.053111,1.95,14.602,0.12464,0.52493,0.16191,0.66606,0.63129
14306500,0.40622,0.96619,2.3325,421.47,0.028273,2.5702,22.532,0.058358,0.52961,0.18118,0.67143,0.5447
14308990,0.20957,1.1687,2.3131,507.78,0.074468,2.4443,33.131,0.093745,0.33766,0.10735,0.60906,0.48827
14309500,0.31362,0.76368,2.8631,502.07,0.085843,2.1731,18.166,0.10267,0.36668,0.13854,0.63535,0.68874
14316700,0.45154,1.0152,2.1994,342.05,0.080893,2.3961,10.938,0.089005,0.57058,0.22254,0.70089,0.5776
14325000,0.42608,0.87411,2.9655,488.88,0.058062,2.0834,12.983,0.098274,0.43197,0.11652,0.65064,0.67536
