gauge_id,IE_effect,SE_effect,IE_thresh_signif,SE_thresh_signif,IE_thresh,SE_thresh,SE_slope,Storage_thresh_signif,Storage_thresh
13011500,-0.3234,0.13548,1,1,27.045,2.52E-08,0.10553,1,3.29E-08
13011900,-0.36632,0.15624,1,1,4.28E-09,4.29E-08,0.081777,1,2.32E-07
13018300,-0.28438,-0.019542,1,1,19.814,1.38E-07,0.06156,1,2.14E-07
13023000,-0.091332,0.12005,1,1,1.02E-10,9.33E-10,0.065804,1,1.38E-07
13083000,-0.28675,0.52553,1,0.21255,2.07E-07,67.519,0.082385,0.00035731,22.915
13161500,-0.1107,0.17399,1,0.1569,1.45E-07,9.1891,0.054735,0.019528,24.549
13235000,-0.10293,0.1819,1,1,7.71E-09,7.79E-08,0.052883,1,1.08E-07
13240000,-0.12247,0.17814,1,1,44.185,1.14E-08,0.1213,1,1.52E-08
13310700,-0.40062,0.45802,1,1,4.58E-11,2.39E-08,0.067983,1,1.84E-07
13313000,-0.29599,0.19245,1,1,1.05E-09,5.28E-08,0.04323,1,6.65E-08
13331500,-0.076849,0.41978,1,1,2.62E-09,5.15E-08,0.12604,1,1.49E-05
13337000,0,0.16,1,1,1.20E-11,1.32E-08,0.10276,1,1.76E-08
13338500,0,0.58292,1,0.54475,5.85E-09,3.9059,0.10408,0.048994,12.953
13340000,0.080487,0.15973,1,1,1.49E-07,3.84E-08,0.1038,1,5.62E-08
13340600,0,0.29157,1,1,1.48E-11,1.98E-08,0.11585,1,3.42E-06
14020000,-0.12121,0.67628,1,0.16879,1.01E-09,6.9984,0.24916,0.0049684,15.642
14092750,0.21341,0.41994,1,0.47765,1.27E-11,5.9618,0.17826,0.029017,21.385
14096850,-0.19897,0.75729,1,4.38E-07,1.90E-08,49.096,0.14001,3.73E-09,61.076
14137000,0.29764,0.56195,1,1.70E-05,8.06E-10,27.588,0.31364,6.10E-11,44.741
14138800,0.40763,0.47378,1,0.00079042,4.68E-10,18.021,0.52619,1.52E-10,38.697
14138870,0.43697,0.5798,1,7.44E-05,6.83E-10,20.253,0.39414,9.88E-15,43.279
14138900,0.37151,0.5841,1,1.58E-09,6.64E-10,35.961,0.52435,0,60.727
14139800,0.43125,0.57768,0.71029,1.79E-08,0.33875,27.746,0.50785,0,49.414
14141500,0.42934,0.54673,0.3365,7.52E-07,0.77535,23.332,0.4228,4.44E-16,43.377
14154500,0.25797,0.66795,0.039819,0,1.2275,33.448,0.4285,0,48.198
14158500,-0.12392,0.71994,1,0.048955,7.42E-10,15.765,0.12434,1.72E-05,39.611
14158790,0.19522,0.56016,1,0.038606,2.27E-10,13.541,0.41226,1.97E-05,31.252
14166500,0.35299,0.6088,2.55E-05,0,2.6979,54.509,0.3659,0,72.581
14182500,0.36106,0.565,0.024818,7.78E-07,1.3661,25.559,0.56584,1.34E-13,45.54
14185000,0.31436,0.62263,0.27469,5.19E-09,0.70868,30.641,0.46601,0,46.419
14185900,0.43806,0.49318,0.016154,4.51E-08,1.6017,27.951,0.57424,0,46.717
14187000,0.24454,0.70311,0.36902,0,0.58626,30.813,0.47678,0,48.092
14216500,0.29507,0.55122,0.020239,0.03948,1.846,13.674,0.31586,9.24E-07,34.697
14222500,0.39092,0.60056,6.33E-06,0,2.7099,46.224,0.4703,0,68.819
14236200,0.36238,0.55865,0.029196,2.68E-14,1.2999,32.723,0.6107,0,48.493
14301000,0.4783,0.52657,2.22E-05,0,2.4536,53.465,0.48205,0,70.159
14303200,0.3706,0.65088,0.00034259,0,2.1647,65.706,0.59721,0,83.189
14305500,0.37754,0.60274,0.023404,0,1.6274,45.551,0.697,0,65.703
14306340,0.42273,0.50255,0.066436,0,1.3457,48.391,0.50685,0,70.255
14306500,0.4258,0.59614,0.0011905,0,2.1136,55.686,0.43085,0,80.03
14308990,0.2109,0.75869,0.0006292,0,2.1235,58.181,0.33408,0,76.163
14309500,0.36023,0.59594,0.14652,1.11E-16,1.1004,43.232,0.42919,0,62.314
14316700,0.20465,0.69023,0.83406,5.86E-13,0.16524,31.517,0.48139,0,45.334
14325000,0.30281,0.60573,1,0,1.54E-10,55.663,0.57994,0,75.137
14362250,0,0.89764,1,0,16.76,96.345,0.22119,0,117.25
14400000,0.39619,0.5759,0.00025415,0,1.9855,35.4,1.0481,0,55.819
